,OSEBuildingID,PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),TotalGHGEmissions,SteamUse,Electricity,NaturalGas,BuildingType_is_campus,BuildingType_is_NonResidential,BuildingType_is_Nonresidential_COS,BuildingType_is_Nonresidential_WA
848,21795,Other,47.64132,-122.31644,1999,1,2,65640,20110,Parking,65000.0,K-12 School,20000.0,NotUsed,0.0,,2278550.5,77.76,False,True,True,0.0,1.0,0.0,0.0
849,21549,Laboratory,47.6224,-122.36248,1962,1,2,0,34416,Laboratory,20649.0,Office,13767.0,Parking,2000.0,,12512916.0,422.45,False,True,True,0.0,1.0,0.0,0.0
850,21550,Small- and Mid-Sized Office,47.61954,-122.35847,1930,1,3,0,45864,Office,45864.0,NotUsed,0.0,NotUsed,0.0,94.0,3034554.5,115.43,False,True,True,0.0,1.0,0.0,0.0
851,21557,K-12 School,47.72726,-122.32835,1999,1,2,0,49252,K-12 School,61099.0,NotUsed,0.0,NotUsed,0.0,23.0,3870672.5,104.91,False,True,True,0.0,1.0,0.0,0.0
852,21580,Small- and Mid-Sized Office,47.63245,-122.32529,1987,1,3,0,33176,Office,33176.0,Parking,15000.0,NotUsed,0.0,89.0,1513388.25,35.96,False,True,True,0.0,1.0,0.0,0.0
853,21582,Retail Store,47.63246,-122.32658,1993,1,3,3764,21430,Retail Store,10751.0,Medical Office,8044.0,Office,2635.0,,1980961.25,55.95,False,True,True,0.0,1.0,0.0,0.0
854,21611,Worship Facility,47.55072,-122.30265,1977,1,1,0,21948,Worship Facility,21948.0,NotUsed,0.0,NotUsed,0.0,80.0,326001.1875,2.27,False,True,False,0.0,1.0,0.0,0.0
855,21613,Other,47.64033,-122.29135,1927,1,3,0,31191,Other - Recreation,30095.0,Self-Storage Facility,1096.0,NotUsed,0.0,,6014124.0,167.98,False,True,True,0.0,1.0,0.0,0.0
856,21617,Other,47.72039,-122.29729,1947,1,1,0,37377,"Repair Services (Vehicle, Shoe, Locksmith, etc)",31303.0,Retail Store,3468.0,Office,840.0,,3515178.25,111.73,False,True,True,0.0,1.0,0.0,0.0
857,21622,Warehouse,47.53906,-122.32031,1977,1,1,0,29380,Non-Refrigerated Warehouse,16768.0,Office,6837.0,Other,5775.0,33.0,878933.3125,5.97,False,True,False,0.0,1.0,0.0,0.0
858,21656,Worship Facility,47.60321889,-122.3205567,1922,1,2,0,22688,Worship Facility,22688.0,NotUsed,0.0,NotUsed,0.0,87.0,391818.4063,7.07,False,True,True,0.0,1.0,0.0,0.0
859,21687,Other,47.56028,-122.28914,1962,1,2,0,22364,Adult Education,22364.0,Parking,0.0,NotUsed,0.0,,1625774.5,54.44,False,True,True,0.0,1.0,0.0,0.0
860,21689,Small- and Mid-Sized Office,47.54693,-122.28718,1982,1,2,0,41262,Office,40738.0,NotUsed,0.0,NotUsed,0.0,84.0,2001403.875,13.27,False,True,False,0.0,1.0,0.0,0.0
861,21716,Small- and Mid-Sized Office,47.62038,-122.34668,1953,1,2,0,43183,Office,26580.0,Data Center,11497.0,NotUsed,0.0,,7588115.5,92.45,False,True,True,0.0,1.0,0.0,0.0
862,21723,Worship Facility,47.68566,-122.31849,1908,1,3,0,45680,Worship Facility,45680.0,NotUsed,0.0,NotUsed,0.0,79.0,2394061.75,86.81,False,True,True,0.0,1.0,0.0,0.0
863,21741,Senior Care Community,47.61935,-122.33389,2006,1,14,0,724148,Senior Care Community,726000.0,NotUsed,0.0,NotUsed,0.0,8.0,39120828.0,913.07,False,True,True,0.0,1.0,0.0,0.0
864,21768,Worship Facility,47.53439,-122.37699,1957,1,1,0,23562,Worship Facility,18278.0,Office,15212.0,NotUsed,0.0,96.0,531737.1875,3.71,False,True,False,0.0,1.0,0.0,0.0
865,21772,Small- and Mid-Sized Office,47.65804,-122.36537,1999,1,4,0,28844,Office,10292.0,Other,10200.0,NotUsed,0.0,,973080.1875,6.35,False,True,False,0.0,1.0,0.0,0.0
866,21783,Warehouse,47.56067,-122.32646,1989,1,1,0,21101,Non-Refrigerated Warehouse,18373.0,Office,2728.0,NotUsed,0.0,,819493.125,27.97,False,True,True,0.0,1.0,0.0,0.0
867,21784,Refrigerated Warehouse,47.56067,-122.32705,1914,1,2,0,45594,Refrigerated Warehouse,45594.0,NotUsed,0.0,NotUsed,0.0,75.0,1329148.25,9.42,False,True,False,0.0,1.0,0.0,0.0
868,21785,Other,47.55013,-122.33044,1950,1,1,0,26660,Manufacturing/Industrial Plant,26660.0,NotUsed,0.0,NotUsed,0.0,,2241280.5,15.62,False,True,False,0.0,1.0,0.0,0.0
869,21786,Warehouse,47.56056,-122.32593,1975,1,1,0,28126,Non-Refrigerated Warehouse,21780.0,Office,6346.0,NotUsed,0.0,44.0,966168.625,18.63,False,True,True,0.0,1.0,0.0,0.0
870,21787,Warehouse,47.54813,-122.32553,1964,1,1,0,35000,Non-Refrigerated Warehouse,35000.0,NotUsed,0.0,NotUsed,0.0,53.0,378714.4063,2.64,False,True,False,0.0,1.0,0.0,0.0
871,21792,Warehouse,47.54948,-122.32536,1962,1,1,0,26150,Non-Refrigerated Warehouse,26150.0,NotUsed,0.0,NotUsed,0.0,6.0,1322416.75,26.55,False,True,True,0.0,1.0,0.0,0.0
872,21793,Small- and Mid-Sized Office,47.54974,-122.3261,1967,1,2,0,24000,Office,24000.0,NotUsed,0.0,NotUsed,0.0,73.0,1148448.75,7.59,False,True,False,0.0,1.0,0.0,0.0
873,21794,K-12 School,47.64132,-122.31644,1968,1,5,0,43594,K-12 School,40809.0,NotUsed,0.0,NotUsed,0.0,38.0,2699616.0,73.26,False,True,True,0.0,1.0,0.0,0.0
874,21822,Distribution Center,47.65791,-122.34274,1912,1,1,0,28080,Distribution Center,25580.0,Office,2500.0,NotUsed,0.0,,892651.125,18.54,False,True,True,0.0,1.0,0.0,0.0
875,21879,Senior Care Community,47.72618,-122.35642,1954,1,2,0,51298,Senior Care Community,51298.0,NotUsed,0.0,NotUsed,0.0,85.0,5847878.5,203.73,False,True,True,0.0,1.0,0.0,0.0
876,21883,Worship Facility,47.72558,-122.3578,1962,1,1,0,22047,Worship Facility,22898.0,Parking,0.0,NotUsed,0.0,100.0,272664.4063,1.85,False,True,False,0.0,1.0,0.0,0.0
877,21893,Warehouse,47.5213,-122.32182,1979,1,1,0,31600,Non-Refrigerated Warehouse,31600.0,NotUsed,0.0,NotUsed,0.0,3.0,3731853.25,103.28,False,True,True,0.0,1.0,0.0,0.0
878,21894,Warehouse,47.52024,-122.32137,2007,1,1,0,35289,Non-Refrigerated Warehouse,35289.0,NotUsed,0.0,NotUsed,0.0,63.0,1010737.813,23.9,False,True,True,0.0,1.0,0.0,0.0
879,21896,Warehouse,47.51899,-122.321,1981,1,1,0,28920,Non-Refrigerated Warehouse,30000.0,NotUsed,0.0,NotUsed,0.0,50.0,2053772.75,80.09,False,True,True,0.0,1.0,0.0,0.0
880,21897,Warehouse,47.5193,-122.3213,1978,1,1,0,22176,Non-Refrigerated Warehouse,22176.0,NotUsed,0.0,NotUsed,0.0,60.0,746905.625,32.77,False,True,True,0.0,1.0,0.0,0.0
881,21904,Small- and Mid-Sized Office,47.70079,-122.32714,1974,1,3,0,39927,Office,39541.0,Parking,0.0,NotUsed,0.0,38.0,3832168.5,24.88,False,True,False,0.0,1.0,0.0,0.0
882,21905,Other,47.69883,-122.32479,1979,1,1,0,30610,Other - Recreation,23320.0,Office,7290.0,NotUsed,0.0,,4513728.0,135.81,False,True,True,0.0,1.0,0.0,0.0
883,21907,Medical Office,47.70007,-122.32533,1980,1,2,6350,20580,Medical Office,26930.0,NotUsed,0.0,NotUsed,0.0,64.0,1002995.0,6.99,False,True,False,0.0,1.0,0.0,0.0
884,21909,Medical Office,47.70087,-122.32379,1968,1,2,0,38745,Medical Office,65069.0,Parking,0.0,NotUsed,0.0,76.0,3073612.0,49.62,False,True,True,0.0,1.0,0.0,0.0
885,21913,Self-Storage Facility,47.66353,-122.29505,1959,1,2,0,20296,Self-Storage Facility,20296.0,NotUsed,0.0,NotUsed,0.0,,855665.125,5.97,False,True,False,0.0,1.0,0.0,0.0
886,21916,Mixed Use Property,47.66246,-122.29342,1945,1,2,0,22135,Medical Office,10388.0,Office,8116.0,Retail Store,3200.0,,1365716.125,27.41,False,True,True,0.0,1.0,0.0,0.0
887,21917,Medical Office,47.66183,-122.29264,1967,1,3,0,38378,Medical Office,35066.0,Parking,3312.0,NotUsed,0.0,86.0,1807593.875,53.73,False,True,True,0.0,1.0,0.0,0.0
888,21920,Warehouse,47.66294,-122.29521,1980,1,2,0,33576,Non-Refrigerated Warehouse,33576.0,NotUsed,0.0,NotUsed,0.0,64.0,1466199.875,49.73,False,True,True,0.0,1.0,0.0,0.0
889,21921,Supermarket / Grocery Store,47.66205,-122.29545,1975,1,1,0,33005,Supermarket/Grocery Store,34982.0,Parking,0.0,NotUsed,0.0,21.0,10821972.0,225.67,False,True,True,0.0,1.0,0.0,0.0
890,21945,Other,47.61074,-122.32259,1981,1,1,0,20971,Parking,23483.0,Retail Store,10360.0,Medical Office,8509.0,,729397.1875,5.08,False,True,False,0.0,1.0,0.0,0.0
891,21955,Small- and Mid-Sized Office,47.63981,-122.39907,1927,1,3,0,23910,Office,20000.0,Retail Store,3910.0,NotUsed,0.0,,910117.6875,15.11,False,True,True,0.0,1.0,0.0,0.0
892,21964,Worship Facility,47.67477,-122.38241,1910,1,2,0,21765,Worship Facility,21765.0,NotUsed,0.0,NotUsed,0.0,80.0,498909.0,17.38,False,True,True,0.0,1.0,0.0,0.0
893,22062,University,47.61065,-122.31711,1939,1,2,0,2200000,College/University,1719643.0,Parking,318960.0,NotUsed,0.0,,123205560.0,3243.48,False,True,True,1.0,0.0,0.0,0.0
894,22078,Worship Facility,47.6101,-122.30838,1901,1,2,0,26560,Worship Facility,26560.0,NotUsed,0.0,NotUsed,0.0,1.0,1831347.125,64.88,False,True,True,0.0,1.0,0.0,0.0
895,22095,Warehouse,47.65022,-122.34174,1957,1,2,0,20140,Non-Refrigerated Warehouse,20140.0,NotUsed,0.0,NotUsed,0.0,49.0,116486.6016,0.81,False,True,False,0.0,1.0,0.0,0.0
896,22139,Retail Store,47.53846,-122.28305,1992,1,2,0,38845,Retail Store,38845.0,Parking,6000.0,NotUsed,0.0,82.0,6917280.0,215.56,False,True,True,0.0,1.0,0.0,0.0
897,22142,Supermarket / Grocery Store,47.53747,-122.28308,1953,1,1,0,26092,Supermarket/Grocery Store,25946.0,Parking,0.0,NotUsed,0.0,40.0,8071987.5,173.75,False,True,True,0.0,1.0,0.0,0.0
898,22163,Small- and Mid-Sized Office,47.55045,-122.32749,1967,1,1,0,25500,Office,25500.0,NotUsed,0.0,NotUsed,0.0,98.0,1430417.125,55.3,False,True,True,0.0,1.0,0.0,0.0
899,22165,Warehouse,47.5478,-122.32307,1961,1,1,0,41895,Non-Refrigerated Warehouse,37524.0,Office,2596.0,NotUsed,0.0,,1343671.0,25.09,False,True,True,0.0,1.0,0.0,0.0
900,22166,Retail Store,47.54912,-122.32184,1958,1,2,0,56193,Retail Store,56193.0,NotUsed,0.0,NotUsed,0.0,,2580058.5,46.9,False,True,True,0.0,1.0,0.0,0.0
901,22223,K-12 School,47.6712,-122.37568,1922,1,3,0,35448,K-12 School,35448.0,NotUsed,0.0,NotUsed,0.0,97.0,1632148.75,60.34,False,True,True,0.0,1.0,0.0,0.0
902,22230,Supermarket / Grocery Store,47.66986,-122.37418,1966,1,1,0,29214,Supermarket/Grocery Store,29214.0,NotUsed,0.0,NotUsed,0.0,8.0,9558542.0,208.53,False,True,True,0.0,1.0,0.0,0.0
903,22240,Supermarket / Grocery Store,47.66828,-122.37428,2000,1,1,43035,46068,Supermarket/Grocery Store,47034.0,Parking,0.0,NotUsed,0.0,34.0,14473242.0,384.85,False,True,True,0.0,1.0,0.0,0.0
904,22252,Other,47.66621,-122.37502,1961,1,1,0,32000,Other - Recreation,29880.0,Office,4700.0,NotUsed,0.0,,1527101.375,45.38,False,True,True,0.0,1.0,0.0,0.0
905,22259,Mixed Use Property,47.66389,-122.37307,1910,1,2,0,31140,Other,14840.0,Retail Store,9400.0,Non-Refrigerated Warehouse,6900.0,,1111093.0,38.86,False,True,True,0.0,1.0,0.0,0.0
906,22261,Warehouse,47.6644,-122.37246,1975,1,3,0,41478,Non-Refrigerated Warehouse,31932.0,Office,9546.0,NotUsed,0.0,3.0,3287502.0,78.22,False,True,True,0.0,1.0,0.0,0.0
907,22264,Warehouse,47.66411,-122.37185,1980,1,1,0,39840,Non-Refrigerated Warehouse,39840.0,NotUsed,0.0,NotUsed,0.0,2.0,774360.0,5.24,False,True,False,0.0,1.0,0.0,0.0
908,22312,Other,47.66984,-122.3842,2004,1,1,15576,15000,Library,15000.0,Other - Services,3100.0,NotUsed,0.0,,1642173.75,38.52,False,True,True,0.0,0.0,1.0,0.0
909,22327,Other,47.66894,-122.38242,1924,1,2,0,21528,Social/Meeting Hall,21528.0,NotUsed,0.0,NotUsed,0.0,,330300.5,6.61,False,True,True,0.0,1.0,0.0,0.0
910,22332,Other,47.66908,-122.38627,1928,1,2,0,30000,Strip Mall,25828.0,Parking,0.0,NotUsed,0.0,,1115775.5,13.14,False,True,True,0.0,1.0,0.0,0.0
911,22420,Other,47.67482,-122.37316,1942,1,2,0,30087,Other,30554.0,NotUsed,0.0,NotUsed,0.0,,5205994.5,36.77,False,True,False,0.0,1.0,0.0,0.0
912,22438,Worship Facility,47.66327,-122.37439,1975,1,1,0,40445,Worship Facility,40445.0,NotUsed,0.0,NotUsed,0.0,92.0,911009.375,29.24,False,True,True,0.0,1.0,0.0,0.0
913,22440,Retail Store,47.66318,-122.37283,1996,1,1,0,23500,Retail Store,23500.0,NotUsed,0.0,NotUsed,0.0,53.0,1149592.0,13.29,False,True,True,0.0,1.0,0.0,0.0
914,22454,Retail Store,47.67518,-122.36549,1967,1,1,0,22420,Retail Store,23067.0,NotUsed,0.0,NotUsed,0.0,82.0,1524765.875,31.79,False,True,True,0.0,1.0,0.0,0.0
915,22479,Supermarket / Grocery Store,47.64909,-122.37788,1961,1,1,0,25842,Supermarket/Grocery Store,25987.0,NotUsed,0.0,NotUsed,0.0,35.0,8746499.0,237.54,False,True,True,0.0,1.0,0.0,0.0
916,22480,Small- and Mid-Sized Office,47.65018,-122.37787,1992,1,3,0,26389,Office,16766.0,Fitness Center/Health Club/Gym,9623.0,NotUsed,0.0,,1186733.125,8.42,False,True,False,0.0,1.0,0.0,0.0
917,22486,Small- and Mid-Sized Office,47.65252,-122.37587,1982,1,3,0,25859,Office,25859.0,Parking,4000.0,NotUsed,0.0,88.0,916019.375,14.9,False,True,True,0.0,1.0,0.0,0.0
918,22502,Warehouse,47.66238,-122.38831,1974,1,1,0,25600,Non-Refrigerated Warehouse,20600.0,Office,5000.0,NotUsed,0.0,1.0,1943594.875,34.26,False,True,True,0.0,1.0,0.0,0.0
919,22504,Other,47.66126,-122.38751,1965,1,1,0,23169,Manufacturing/Industrial Plant,10200.0,NotUsed,0.0,NotUsed,0.0,,222255.9063,1.55,False,True,False,0.0,1.0,0.0,0.0
920,22509,Small- and Mid-Sized Office,47.66106,-122.38576,2008,1,4,8399,33385,Office,33385.0,Parking,8399.0,NotUsed,0.0,89.0,1294615.25,9.03,False,True,False,0.0,1.0,0.0,0.0
921,22511,Warehouse,47.66206,-122.38948,1960,1,1,0,56884,Non-Refrigerated Warehouse,56884.0,NotUsed,0.0,NotUsed,0.0,71.0,1577967.75,37.49,False,True,True,0.0,1.0,0.0,0.0
922,22519,Retail Store,47.6917,-122.37617,1989,1,1,0,32810,Retail Store,32810.0,NotUsed,0.0,NotUsed,0.0,66.0,2168833.0,46.44,False,True,True,0.0,1.0,0.0,0.0
923,22547,Self-Storage Facility,47.64455,-122.37581,1980,1,3,0,30989,Self-Storage Facility,30989.0,NotUsed,0.0,NotUsed,0.0,,98862.89844,0.68,False,True,False,0.0,1.0,0.0,0.0
924,22548,Self-Storage Facility,47.64418,-122.37587,1915,1,3,0,39952,Self-Storage Facility,39952.0,NotUsed,0.0,NotUsed,0.0,,58114.19922,0.4,False,True,False,0.0,1.0,0.0,0.0
925,22574,Small- and Mid-Sized Office,47.65504,-122.37402,1961,1,2,0,20022,Office,20784.0,NotUsed,0.0,NotUsed,0.0,80.0,688824.0,4.58,False,True,False,0.0,1.0,0.0,0.0
926,22577,Distribution Center,47.65563,-122.37194,1960,1,2,0,36498,Distribution Center,18229.0,Non-Refrigerated Warehouse,17200.0,NotUsed,0.0,89.0,602201.625,14.81,False,True,True,0.0,1.0,0.0,0.0
927,22579,Distribution Center,47.66161,-122.39075,1968,1,1,0,35946,Distribution Center,31845.0,Office,4101.0,NotUsed,0.0,,503210.6875,11.08,False,True,True,0.0,1.0,0.0,0.0
928,22585,Small- and Mid-Sized Office,47.66006,-122.38631,2007,1,4,5680,24472,Office,25184.0,Parking,4968.0,NotUsed,0.0,96.0,845044.125,5.94,False,True,True,0.0,1.0,0.0,0.0
929,22607,Small- and Mid-Sized Office,47.65881,-122.38382,1979,1,4,0,22365,Office,21617.0,NotUsed,0.0,NotUsed,0.0,71.0,727385.8125,5.07,False,True,False,0.0,1.0,0.0,0.0
930,22609,Small- and Mid-Sized Office,47.65801,-122.3839,1994,1,4,0,30172,Office,30172.0,NotUsed,0.0,NotUsed,0.0,82.0,967548.3125,6.3,False,True,False,0.0,1.0,0.0,0.0
931,22650,Warehouse,47.66353,-122.38064,1927,1,4,0,42500,Non-Refrigerated Warehouse,42500.0,Retail Store,5091.0,NotUsed,0.0,100.0,262995.3125,1.68,False,True,False,0.0,1.0,0.0,0.0
932,22654,Small- and Mid-Sized Office,47.66691,-122.38416,1901,1,4,0,23032,Office,14448.0,Restaurant,5300.0,Retail Store,1460.0,,1172535.25,7.82,False,True,False,0.0,1.0,0.0,0.0
933,22672,Other,47.66646,-122.38263,1900,1,3,4914,40836,Other,42850.0,Parking,2900.0,NotUsed,0.0,,7536508.5,303.81,False,True,True,0.0,1.0,0.0,0.0
934,22676,Small- and Mid-Sized Office,47.66497,-122.38047,1968,1,2,0,23500,Office,23500.0,NotUsed,0.0,NotUsed,0.0,26.0,1745284.25,34.52,False,True,True,0.0,1.0,0.0,0.0
935,22678,Small- and Mid-Sized Office,47.66431,-122.37988,1966,1,1,0,22282,Office,22282.0,NotUsed,0.0,NotUsed,0.0,93.0,665681.875,16.67,False,True,True,0.0,1.0,0.0,0.0
936,22679,Self-Storage Facility,47.66351,-122.37961,1902,1,2,0,24000,Self-Storage Facility,24000.0,NotUsed,0.0,NotUsed,0.0,,599426.5,17.39,False,True,True,0.0,1.0,0.0,0.0
937,22684,Mixed Use Property,47.66852,-122.38175,1909,1,3,0,27085,Strip Mall,9500.0,Office,8196.0,Multifamily Housing,6700.0,,2151546.25,60.67,False,True,True,0.0,1.0,0.0,0.0
938,22801,Other,47.70544,-122.2918,1996,1,2,0,29258,Other - Recreation,31991.0,Fitness Center/Health Club/Gym,2648.0,Swimming Pool,0.0,,8571176.0,309.14,False,True,True,0.0,0.0,1.0,0.0
939,22804,Small- and Mid-Sized Office,47.719,-122.29966,1931,1,2,0,37500,Office,37500.0,NotUsed,0.0,NotUsed,0.0,58.0,2448649.75,44.26,False,True,True,0.0,1.0,0.0,0.0
940,22810,K-12 School,47.73143,-122.32784,1930,1,3,0,23983,K-12 School,23983.0,NotUsed,0.0,NotUsed,0.0,61.0,1270514.75,33.28,False,True,True,0.0,1.0,0.0,0.0
941,22818,Distribution Center,47.55832,-122.35239,1980,1,1,0,24100,Distribution Center,20100.0,Non-Refrigerated Warehouse,3500.0,NotUsed,0.0,22.0,939941.6875,30.49,False,True,True,0.0,1.0,0.0,0.0
942,22834,K-12 School,47.66665,-122.31818,2004,3,2,0,31343,K-12 School,51515.0,NotUsed,0.0,NotUsed,0.0,5.0,4277566.0,128.66,False,True,True,0.0,1.0,0.0,0.0
943,22860,Mixed Use Property,47.68582,-122.33709,1996,1,3,22850,33062,Parking,24052.0,Office,23501.0,Retail Store,9561.0,,2450442.75,17.08,False,True,False,0.0,1.0,0.0,0.0
944,22863,Other,47.65843,-122.38435,1957,1,2,0,20294,Other,18000.0,Office,2294.0,NotUsed,0.0,,1845057.875,67.45,False,True,True,0.0,1.0,0.0,0.0
945,22866,Small- and Mid-Sized Office,47.65708,-122.38383,1983,1,4,10849,29722,Office,24008.0,NotUsed,0.0,NotUsed,0.0,64.0,1286817.375,8.97,False,True,False,0.0,1.0,0.0,0.0
946,22867,Small- and Mid-Sized Office,47.65649,-122.38383,1983,1,4,15659,26048,Office,41707.0,Parking,12000.0,NotUsed,0.0,78.0,1785685.5,12.24,False,True,False,0.0,1.0,0.0,0.0
947,22881,Mixed Use Property,47.65118,-122.37875,1960,1,2,0,57644,Office,20176.0,Other - Services,19440.0,Non-Refrigerated Warehouse,15490.0,,2300589.0,42.87,False,True,True,0.0,1.0,0.0,0.0
948,22883,Warehouse,47.64913,-122.37929,1955,1,2,0,39497,Non-Refrigerated Warehouse,25547.0,Office,13950.0,NotUsed,0.0,9.0,1809734.75,28.28,False,True,True,0.0,1.0,0.0,0.0
949,22936,Other,47.6303,-122.3142,1932,1,1,0,33087,Other - Entertainment/Public Assembly,53776.0,NotUsed,0.0,NotUsed,0.0,,3944599.75,121.9,False,True,True,0.0,0.0,1.0,0.0
950,22940,Small- and Mid-Sized Office,47.70793,-122.33316,1982,1,2,0,27574,Office,27574.0,NotUsed,0.0,NotUsed,0.0,73.0,1243709.625,8.44,False,True,False,0.0,1.0,0.0,0.0
951,22955,Senior Care Community,47.71069,-122.32674,1998,1,5,0,43661,Senior Care Community,43661.0,Parking,0.0,NotUsed,0.0,4.0,4141925.0,82.57,False,True,True,0.0,1.0,0.0,0.0
952,22962,Small- and Mid-Sized Office,47.70842,-122.3332,1987,1,3,27307,48798,Office,76105.0,NotUsed,0.0,NotUsed,0.0,91.0,2596383.25,17.24,False,True,False,0.0,1.0,0.0,0.0
953,23008,Mixed Use Property,47.70983,-122.31865,1952,1,2,0,32009,Non-Refrigerated Warehouse,17500.0,Retail Store,15770.0,Office,4000.0,,2177737.0,44.28,False,True,True,0.0,1.0,0.0,0.0
954,23017,Medical Office,47.70676,-122.32264,1988,1,3,0,28841,Medical Office,28841.0,NotUsed,0.0,NotUsed,0.0,55.0,1525049.625,33.42,False,True,True,0.0,1.0,0.0,0.0
955,23020,Self-Storage Facility,47.70782,-122.31873,1977,2,2,0,33344,Self-Storage Facility,31360.0,Office,984.0,Parking,0.0,,129466.8984,0.86,False,True,False,0.0,1.0,0.0,0.0
956,23022,Other,47.70541,-122.32232,2005,2,1,0,30498,Other - Recreation,30498.0,NotUsed,0.0,NotUsed,0.0,,2652254.5,80.19,False,True,True,0.0,0.0,1.0,0.0
957,23040,K-12 School,47.51698,-122.35946,1924,1,2,0,42975,K-12 School,21405.0,NotUsed,0.0,NotUsed,0.0,92.0,1124454.25,42.96,False,True,True,0.0,1.0,0.0,0.0
958,23049,Other,47.53366,-122.33733,1963,1,1,0,23260,"Repair Services (Vehicle, Shoe, Locksmith, etc)",13075.0,Office,10185.0,NotUsed,0.0,,1803514.875,52.41,False,True,True,0.0,1.0,0.0,0.0
959,23051,Small- and Mid-Sized Office,47.53309,-122.33977,1988,1,2,0,30659,Office,27262.0,Non-Refrigerated Warehouse,8653.0,Data Center,285.0,88.0,2828171.5,55.85,False,True,True,0.0,1.0,0.0,0.0
960,23056,Other,47.63132,-122.34136,1920,1,2,0,27144,Other,27144.0,NotUsed,0.0,NotUsed,0.0,,1138349.25,32.58,False,True,True,0.0,1.0,0.0,0.0
961,23064,Other,47.70969,-122.34557,1970,5,1,0,23166,Other,23166.0,NotUsed,0.0,NotUsed,0.0,,3648465.5,184.6,False,True,True,0.0,1.0,0.0,0.0
962,23065,Medical Office,47.70558,-122.33486,1979,1,2,0,34759,Medical Office,44667.0,Parking,0.0,NotUsed,0.0,81.0,1633105.375,11.39,False,True,False,0.0,1.0,0.0,0.0
963,23071,Hospital,47.71425,-122.33689,1966,8,1,0,415632,Hospital (General Medical & Surgical),483520.0,Parking,266833.0,NotUsed,0.0,85.0,100328264.0,3278.11,False,True,True,0.0,1.0,0.0,0.0
964,23076,Worship Facility,47.71745,-122.33221,1965,1,2,0,44719,Worship Facility,45909.0,Medical Office,1025.0,Office,972.0,,1781436.375,53.21,False,True,True,0.0,1.0,0.0,0.0
965,23098,Supermarket / Grocery Store,47.57894,-122.31287,1965,1,1,0,21603,Supermarket/Grocery Store,21603.0,NotUsed,0.0,NotUsed,0.0,16.0,5927199.5,129.89,False,True,True,0.0,1.0,0.0,0.0
966,23113,Medical Office,47.62014,-122.31228,1964,1,3,0,591981,Medical Office,520187.0,Parking,282392.0,Other/Specialty Hospital,54159.0,60.0,103985264.0,3238.24,False,True,True,0.0,1.0,0.0,0.0
967,23115,Distribution Center,47.53158,-122.33568,1979,1,1,0,42900,Distribution Center,43050.0,NotUsed,0.0,NotUsed,0.0,53.0,461205.5938,3.04,False,True,False,0.0,1.0,0.0,0.0
968,23117,Other,47.51885,-122.33421,2005,5,1,0,57952,Adult Education,57952.0,NotUsed,0.0,NotUsed,0.0,,3347245.25,96.15,False,True,True,1.0,0.0,0.0,0.0
969,23120,Other,47.52956,-122.33592,1971,1,1,0,26232,Other - Services,18262.0,Office,7970.0,NotUsed,0.0,,3315521.5,122.71,False,True,True,0.0,1.0,0.0,0.0
970,23158,Warehouse,47.59783,-122.31554,1956,1,2,0,25840,Non-Refrigerated Warehouse,25840.0,NotUsed,0.0,NotUsed,0.0,92.0,310602.3125,2.19,False,True,False,0.0,1.0,0.0,0.0
971,23161,Small- and Mid-Sized Office,47.59721,-122.31838,1988,1,1,0,45145,Office,43813.0,NotUsed,0.0,NotUsed,0.0,,1405510.25,43.63,False,True,True,0.0,1.0,0.0,0.0
972,23164,Small- and Mid-Sized Office,47.59728,-122.31587,2001,1,5,22095,48237,Office,44417.0,Parking,25915.0,NotUsed,0.0,89.0,2000777.25,19.12,False,True,True,0.0,1.0,0.0,0.0
973,23228,Supermarket / Grocery Store,47.6899,-122.37619,1994,1,1,0,45522,Supermarket/Grocery Store,45522.0,Parking,0.0,NotUsed,0.0,22.0,12559767.0,326.74,False,True,True,0.0,1.0,0.0,0.0
974,23231,Retail Store,47.72286,-122.34612,1979,1,2,0,20088,Retail Store,16080.0,Office,3500.0,Parking,508.0,,337536.0938,2.28,False,True,False,0.0,1.0,0.0,0.0
975,23265,Other,47.57049,-122.34857,1989,5,2,0,138907,Other,139557.0,NotUsed,0.0,NotUsed,0.0,,8551562.0,179.55,False,True,True,1.0,0.0,0.0,0.0
976,23268,Small- and Mid-Sized Office,47.56999,-122.34703,1997,1,2,0,40657,Office,40657.0,Parking,0.0,NotUsed,0.0,57.0,2828385.0,23.6,False,True,True,0.0,1.0,0.0,0.0
977,23277,Warehouse,47.57279,-122.35066,1900,1,1,0,20200,Non-Refrigerated Warehouse,18700.0,Office,1500.0,NotUsed,0.0,,283275.0,2.25,False,True,True,0.0,1.0,0.0,0.0
978,23297,Residence Hall,47.6073,-122.32585,1904,1,1,0,44086,Residence Hall/Dormitory,44091.0,NotUsed,0.0,NotUsed,0.0,29.0,4056815.5,184.0,True,True,True,0.0,1.0,0.0,0.0
